Age,Gender,Location,Profession,Platform,Total Time Spent,Video Category,Video Length,Number of Videos Watched,Frequency,Watch Reason,DeviceType,Watch Time,Self Control,Addiction Level,CurrentActivity
37,Male,United States,Students,YouTube,60,Trends,27,37,Night,Boredom,Computer,22:15:00,3,7,At school
30,Male,Vietnam,Students,Facebook,195,Jokes/Memes,22,25,Night,Habit,Smartphone,22:15:00,3,7,At home
45,Male,India,driver,YouTube,43,Vlogs,22,32,Evening,Habit,Tablet,16:25:00,7,3,At home
46,Male,Barzil,Labor/Worker,YouTube,239,Trends,12,35,Evening,Habit,Smartphone,16:25:00,7,3,At school
30,Female,United States,Labor/Worker,Instagram,140,Entertainment,23,22,Evening,Habit,Smartphone,16:25:00,7,3,At home
63,Female,Mexico,Labor/Worker,YouTube,129,Pranks,6,24,Night,Procrastination,Tablet,22:15:00,3,7,At home
52,Male,Philippines,Artist,YouTube,256,Life Hacks,21,39,Night,Boredom,Smartphone,22:15:00,3,7,At home
23,Male,Mexico,Waiting staff,YouTube,201,Entertainment,16,30,Afternoon,Procrastination,Smartphone,17:45:00,6,4,At school
35,Other,Japan,Students,Facebook,219,Life Hacks,26,32,Evening,Entertainment,Tablet,16:25:00,7,3,At home
22,Male,Barzil,Waiting staff,Facebook,112,Entertainment,5,31,Evening,Habit,Smartphone,16:25:00,7,3,At work
64,Other,Germany,Students,Instagram,142,Vlogs,9,23,Night,Entertainment,Smartphone,22:15:00,3,7,At home
42,Female,India,Artist,YouTube,148,Entertainment,14,40,Morning,Boredom,Computer,09:55:00,9,1,At school
19,Male,Philippines,Labor/Worker,Facebook,130,ASMR,8,33,Evening,Entertainment,Tablet,16:25:00,7,3,At home
27,Female,India,driver,Facebook,103,Jokes/Memes,14,25,Night,Habit,Tablet,22:15:00,3,7,At school
47,Female,Mexico,Waiting staff,Instagram,138,Vlogs,12,36,Morning,Procrastination,Tablet,09:55:00,9,1,At home
62,Female,India,driver,TikTok,100,Vlogs,10,24,Evening,Boredom,Smartphone,16:25:00,7,3,At school
22,Other,Mexico,Students,YouTube,101,Life Hacks,20,31,Afternoon,Entertainment,Smartphone,17:45:00,6,4,At home
50,Male,India,Waiting staff,Facebook,72,Trends,20,39,Evening,Entertainment,Tablet,16:25:00,7,3,Commuting
18,Male,United States,Students,Instagram,38,Vlogs,26,46,Afternoon,Boredom,Smartphone,17:45:00,6,4,At work
35,Other,United States,Labor/Worker,Instagram,219,Pranks,21,13,Afternoon,Boredom,Smartphone,17:45:00,6,4,At home
49,Female,United States,Cashier,Instagram,21,Gaming,13,10,Afternoon,Boredom,Tablet,17:45:00,6,4,At school
64,Female,Mexico,Artist,Facebook,139,Life Hacks,29,23,Evening,Procrastination,Tablet,16:25:00,7,3,At school
28,Female,Pakistan,Students,YouTube,182,ASMR,19,18,Evening,Entertainment,Tablet,16:25:00,7,3,At school
38,Female,United States,Cashier,TikTok,217,Trends,15,32,Night,Habit,Computer,22:15:00,3,7,At home
43,Female,Germany,Students,YouTube,33,Pranks,8,33,Afternoon,Habit,Tablet,17:00:00,6,4,Commuting
42,Male,United States,Waiting staff,Instagram,108,ASMR,23,36,Afternoon,Habit,Computer,17:00:00,6,4,At home
39,Male,India,Waiting staff,Instagram,148,Trends,21,28,Afternoon,Boredom,Smartphone,17:00:00,6,4,At work
44,Female,Barzil,Engineer,TikTok,183,Vlogs,10,16,Evening,Boredom,Smartphone,14:00:00,7,3,Commuting
30,Other,India,driver,YouTube,38,Pranks,3,16,Evening,Entertainment,Tablet,14:00:00,7,3,At school
50,Male,Vietnam,Waiting staff,Instagram,152,Comedy,21,18,Morning,Habit,Smartphone,08:00:00,9,1,At home
51,Female,India,Waiting staff,Instagram,51,Trends,3,8,Night,Entertainment,Smartphone,21:00:00,3,7,At home
58,Other,Germany,Waiting staff,YouTube,217,Gaming,26,42,Evening,Boredom,Smartphone,14:00:00,7,3,At home
52,Male,Pakistan,Students,Instagram,201,Entertainment,5,16,Afternoon,Entertainment,Smartphone,17:00:00,6,4,At work
18,Other,United States,Waiting staff,YouTube,169,Life Hacks,16,11,Evening,Boredom,Tablet,14:00:00,7,3,At home
38,Female,United States,Students,Instagram,73,Gaming,17,6,Afternoon,Boredom,Computer,17:00:00,5,5,At home
23,Male,Indonesia,Cashier,YouTube,252,Gaming,6,1,Night,Habit,Tablet,21:00:00,10,0,At school
45,Female,Mexico,driver,TikTok,267,ASMR,26,12,Evening,Habit,Smartphone,14:00:00,5,5,Commuting
34,Female,Pakistan,Students,Instagram,161,ASMR,20,38,Evening,Entertainment,Smartphone,14:00:00,10,0,At home
22,Other,Indonesia,driver,TikTok,224,Entertainment,20,28,Afternoon,Habit,Tablet,17:00:00,5,5,At home
48,Male,Vietnam,Labor/Worker,Instagram,175,Life Hacks,16,45,Evening,Habit,Tablet,14:00:00,5,5,At home
22,Female,India,Students,Instagram,40,Trends,24,17,Afternoon,Habit,Smartphone,17:00:00,10,0,At home
55,Female,Mexico,Manager,Facebook,241,Life Hacks,2,1,Afternoon,Habit,Computer,17:00:00,8,2,At school
20,Male,Mexico,Cashier,YouTube,291,Pranks,20,32,Evening,Boredom,Computer,14:00:00,10,0,At work
40,Male,Japan,Cashier,TikTok,38,Entertainment,15,8,Evening,Habit,Smartphone,14:00:00,8,2,At home
54,Female,Japan,Engineer,TikTok,204,Pranks,18,40,Night,Boredom,Smartphone,21:00:00,10,0,At work
54,Male,India,Students,TikTok,265,Pranks,1,43,Morning,Procrastination,Smartphone,08:00:00,10,0,At school
27,Female,India,Waiting staff,YouTube,290,Pranks,26,46,Morning,Boredom,Smartphone,08:00:00,10,0,At school
27,Male,India,Teacher,Facebook,96,Entertainment,29,24,Evening,Boredom,Smartphone,14:00:00,8,2,At work
36,Male,India,Cashier,TikTok,158,Entertainment,29,10,Afternoon,Boredom,Computer,17:00:00,10,0,At work
34,Male,United States,Labor/Worker,YouTube,258,Gaming,19,47,Afternoon,Entertainment,Smartphone,17:00:00,10,0,At home
38,Other,United States,Students,Instagram,292,Trends,12,39,Night,Boredom,Tablet,21:00:00,10,0,At school
31,Male,Japan,Labor/Worker,TikTok,207,Vlogs,8,39,Morning,Entertainment,Smartphone,08:00:00,8,2,At work
26,Male,Japan,Waiting staff,TikTok,53,Vlogs,6,10,Morning,Boredom,Smartphone,08:00:00,8,2,At home
63,Female,Japan,driver,Facebook,37,Vlogs,12,36,Afternoon,Procrastination,Computer,17:00:00,5,5,At work
18,Female,Pakistan,Waiting staff,TikTok,26,Gaming,7,25,Evening,Boredom,Smartphone,14:00:00,10,0,At home
62,Female,Barzil,Teacher,TikTok,136,Vlogs,18,10,Morning,Entertainment,Smartphone,08:00:00,10,0,Commuting
30,Other,India,Labor/Worker,Instagram,177,Gaming,22,19,Evening,Boredom,Smartphone,14:00:00,8,2,At school
21,Female,Pakistan,Students,YouTube,253,Comedy,14,46,Night,Habit,Tablet,21:00:00,10,0,At home
18,Male,United States,Students,YouTube,85,Entertainment,8,45,Evening,Procrastination,Computer,14:00:00,5,5,At home
57,Female,United States,Waiting staff,Facebook,240,Vlogs,24,15,Evening,Boredom,Smartphone,14:00:00,10,0,At home
49,Male,Vietnam,Engineer,Instagram,213,Life Hacks,20,16,Night,Entertainment,Tablet,21:00:00,10,0,At school
51,Male,Germany,Teacher,YouTube,257,Jokes/Memes,22,2,Afternoon,Procrastination,Tablet,17:00:00,10,0,At school
45,Male,Mexico,Waiting staff,Instagram,223,Life Hacks,14,29,Night,Habit,Smartphone,21:00:00,8,2,Commuting
48,Male,India,Teacher,YouTube,224,Jokes/Memes,5,4,Night,Habit,Computer,21:00:00,5,5,At home
25,Male,Indonesia,Cashier,Instagram,167,Pranks,9,29,Afternoon,Boredom,Computer,17:00:00,10,0,At home
56,Male,Philippines,Students,Facebook,78,ASMR,8,31,Afternoon,Habit,Smartphone,17:00:00,10,0,At home
43,Male,United States,Labor/Worker,TikTok,94,Jokes/Memes,2,17,Night,Boredom,Smartphone,21:00:00,5,5,Commuting
51,Female,Vietnam,Artist,Facebook,276,Trends,28,10,Morning,Entertainment,Smartphone,08:00:00,5,5,Commuting
20,Female,India,Students,YouTube,78,ASMR,16,27,Night,Boredom,Smartphone,21:00:00,8,2,At home
29,Other,Germany,Students,Facebook,108,Vlogs,13,41,Evening,Habit,Smartphone,14:00:00,5,5,At home
18,Female,Pakistan,Students,TikTok,225,Vlogs,7,15,Afternoon,Habit,Computer,17:00:00,8,2,At home
61,Other,India,Students,Facebook,170,Jokes/Memes,16,44,Afternoon,Entertainment,Smartphone,17:00:00,10,0,At school
22,Male,Mexico,Labor/Worker,YouTube,103,Life Hacks,7,31,Evening,Entertainment,Smartphone,14:00:00,10,0,At work
47,Male,India,Students,YouTube,183,Jokes/Memes,27,21,Night,Habit,Tablet,21:00:00,10,0,At school
47,Male,Barzil,Labor/Worker,Facebook,174,Gaming,14,41,Night,Procrastination,Smartphone,21:00:00,5,5,At work
34,Male,Japan,Waiting staff,TikTok,124,Jokes/Memes,14,46,Night,Entertainment,Tablet,21:00:00,10,0,At work
64,Other,Japan,Students,Facebook,229,Pranks,12,45,Evening,Entertainment,Smartphone,14:00:00,10,0,At school
40,Female,Mexico,Artist,TikTok,40,Jokes/Memes,1,26,Afternoon,Habit,Smartphone,17:00:00,8,2,At work
32,Female,Germany,Cashier,Instagram,20,Gaming,1,38,Afternoon,Entertainment,Smartphone,17:00:00,5,5,At school
54,Male,Vietnam,Labor/Worker,TikTok,139,Pranks,12,36,Night,Habit,Smartphone,21:00:00,10,0,At home
38,Male,Pakistan,Labor/Worker,Instagram,114,Life Hacks,20,17,Morning,Habit,Smartphone,08:00:00,8,2,At school
31,Male,Japan,Students,Facebook,36,Jokes/Memes,21,3,Evening,Habit,Smartphone,14:00:00,8,2,At work
19,Male,India,driver,TikTok,236,Pranks,15,14,Evening,Entertainment,Tablet,14:00:00,10,0,At home
28,Female,Indonesia,Labor/Worker,Instagram,11,Gaming,4,49,Evening,Entertainment,Tablet,14:00:00,10,0,At work
56,Other,United States,Students,Instagram,110,Trends,7,13,Night,Boredom,Smartphone,21:00:00,8,2,At school
55,Male,United States,Waiting staff,Instagram,30,Vlogs,16,41,Afternoon,Entertainment,Smartphone,17:00:00,10,0,At home
51,Male,United States,Manager,YouTube,67,Life Hacks,3,27,Evening,Boredom,Smartphone,14:00:00,5,5,At work
55,Male,Vietnam,Students,Facebook,189,Jokes/Memes,7,1,Night,Entertainment,Smartphone,21:00:00,8,2,At home
51,Male,India,Waiting staff,Instagram,29,Pranks,29,17,Morning,Habit,Smartphone,08:00:00,8,2,At school
35,Male,India,Students,TikTok,264,Jokes/Memes,24,48,Evening,Habit,Smartphone,14:00:00,5,5,At work
47,Male,Mexico,Labor/Worker,Instagram,47,Jokes/Memes,22,34,Night,Entertainment,Smartphone,21:00:00,5,5,Commuting
32,Female,United States,Labor/Worker,YouTube,157,Comedy,6,14,Evening,Entertainment,Smartphone,14:00:00,8,2,At school
44,Female,India,Students,Facebook,34,Life Hacks,16,17,Afternoon,Boredom,Smartphone,17:00:00,8,2,At home
51,Other,Pakistan,Students,YouTube,130,Jokes/Memes,24,3,Night,Boredom,Smartphone,21:00:00,10,0,At home
55,Female,Barzil,Waiting staff,YouTube,35,Gaming,8,34,Night,Habit,Smartphone,21:00:00,10,0,At work
50,Male,Barzil,Students,YouTube,178,ASMR,23,40,Morning,Procrastination,Smartphone,08:00:00,8,2,At home
41,Male,India,driver,TikTok,234,Life Hacks,22,25,Evening,Boredom,Smartphone,14:00:00,8,2,At home
32,Male,Vietnam,Manager,Facebook,10,Jokes/Memes,6,2,Afternoon,Habit,Tablet,17:00:00,10,0,At work
47,Male,Japan,Students,Facebook,270,Life Hacks,10,34,Evening,Boredom,Smartphone,14:00:00,10,0,At work
59,Female,India,Waiting staff,TikTok,22,Entertainment,16,26,Night,Entertainment,Smartphone,21:00:00,5,5,At home
34,Female,United States,Labor/Worker,Facebook,57,Entertainment,11,31,Morning,Entertainment,Smartphone,08:00:00,10,0,Commuting
22,Female,Philippines,Students,YouTube,103,Life Hacks,13,9,Evening,Habit,Smartphone,14:00:00,8,2,At home
46,Male,United States,Students,Facebook,270,ASMR,29,30,Evening,Boredom,Smartphone,14:00:00,5,5,At home
21,Female,Mexico,Engineer,TikTok,287,Jokes/Memes,6,20,Afternoon,Entertainment,Tablet,17:00:00,10,0,Commuting
27,Other,Mexico,Labor/Worker,YouTube,214,Pranks,24,21,Evening,Procrastination,Computer,14:00:00,5,5,At home
34,Male,Barzil,Artist,TikTok,194,Life Hacks,1,29,Evening,Procrastination,Computer,14:00:00,5,5,At work
27,Male,Barzil,Labor/Worker,Instagram,184,Gaming,21,25,Evening,Boredom,Smartphone,14:00:00,5,5,At school
34,Male,Vietnam,Manager,YouTube,78,Pranks,19,38,Evening,Entertainment,Tablet,14:00:00,5,5,At work
37,Male,Germany,Waiting staff,YouTube,113,Pranks,12,44,Evening,Boredom,Smartphone,14:00:00,8,2,At work
41,Male,Indonesia,Labor/Worker,Facebook,255,Gaming,24,25,Night,Entertainment,Smartphone,21:00:00,10,0,At school
22,Other,Indonesia,driver,YouTube,170,Gaming,27,9,Evening,Boredom,Computer,14:00:00,5,5,At work
51,Female,Germany,Waiting staff,TikTok,209,Jokes/Memes,6,39,Evening,Habit,Smartphone,14:00:00,10,0,At home
23,Female,Japan,Labor/Worker,Facebook,225,Jokes/Memes,18,44,Evening,Habit,Smartphone,14:00:00,8,2,At work
19,Male,Indonesia,Artist,Instagram,221,Vlogs,13,26,Night,Boredom,Smartphone,21:00:00,10,0,At school
30,Male,Vietnam,Labor/Worker,TikTok,25,Jokes/Memes,7,37,Afternoon,Entertainment,Smartphone,17:00:00,8,2,At school
60,Female,Philippines,Labor/Worker,Instagram,214,Life Hacks,23,16,Morning,Habit,Smartphone,08:00:00,5,5,At home
60,Male,Philippines,Waiting staff,Instagram,48,Jokes/Memes,13,37,Night,Procrastination,Smartphone,21:00:00,5,5,At home
28,Female,India,driver,Instagram,98,Trends,21,12,Afternoon,Boredom,Tablet,17:00:00,5,5,Commuting
64,Female,India,Teacher,YouTube,265,Jokes/Memes,8,24,Afternoon,Boredom,Smartphone,17:00:00,5,5,Commuting
40,Male,Philippines,Labor/Worker,TikTok,263,Gaming,21,26,Night,Entertainment,Smartphone,21:00:00,5,5,At work
33,Female,United States,Waiting staff,TikTok,225,Gaming,17,20,Afternoon,Habit,Tablet,17:00:00,5,5,At school
48,Other,United States,Students,YouTube,181,Comedy,9,9,Evening,Habit,Smartphone,14:00:00,8,2,At school
28,Male,Germany,Students,Facebook,146,Vlogs,20,23,Night,Boredom,Smartphone,21:00:00,5,5,Commuting
33,Other,India,Waiting staff,Instagram,187,ASMR,13,39,Evening,Habit,Tablet,14:00:00,5,5,At home
25,Other,India,Engineer,TikTok,86,Pranks,2,29,Evening,Boredom,Smartphone,14:00:00,5,5,At school
21,Male,Barzil,Labor/Worker,YouTube,197,Pranks,4,31,Night,Boredom,Smartphone,21:00:00,10,0,At school
57,Other,Mexico,Labor/Worker,Instagram,24,Vlogs,29,19,Afternoon,Habit,Smartphone,17:00:00,10,0,At school
21,Female,Vietnam,Waiting staff,Facebook,223,Jokes/Memes,25,20,Afternoon,Procrastination,Smartphone,17:00:00,10,0,At home
42,Female,Philippines,Students,Facebook,217,Vlogs,2,23,Night,Habit,Smartphone,21:00:00,8,2,Commuting
20,Female,Indonesia,Students,Instagram,178,Entertainment,4,43,Night,Habit,Smartphone,21:00:00,5,5,At school
49,Male,Germany,driver,Facebook,289,Jokes/Memes,18,27,Evening,Boredom,Tablet,14:00:00,10,0,At school
20,Other,United States,Labor/Worker,TikTok,155,Trends,5,30,Evening,Entertainment,Tablet,14:00:00,8,2,Commuting
44,Male,Philippines,Engineer,TikTok,272,Entertainment,19,21,Night,Habit,Smartphone,21:00:00,5,5,At home
46,Female,India,Waiting staff,TikTok,13,Gaming,10,44,Morning,Boredom,Tablet,08:00:00,5,5,At home
49,Other,Mexico,Students,Facebook,99,Jokes/Memes,18,35,Evening,Habit,Computer,14:00:00,5,5,At work
36,Other,India,Students,TikTok,69,Life Hacks,25,49,Night,Habit,Tablet,21:00:00,5,5,At school
38,Male,Indonesia,Teacher,YouTube,25,Pranks,21,7,Evening,Habit,Tablet,14:00:00,10,0,At home
22,Male,India,Manager,TikTok,236,Jokes/Memes,10,22,Evening,Boredom,Tablet,14:00:00,5,5,Commuting
35,Female,Barzil,Students,TikTok,38,Jokes/Memes,5,10,Morning,Entertainment,Smartphone,08:00:00,5,5,At home
45,Male,Philippines,Waiting staff,Facebook,160,Trends,17,23,Afternoon,Entertainment,Tablet,17:00:00,10,0,At school
59,Male,Barzil,Students,TikTok,254,Life Hacks,22,15,Evening,Habit,Tablet,14:00:00,5,5,At home
39,Male,Vietnam,Engineer,Instagram,279,Pranks,13,30,Night,Habit,Tablet,21:00:00,5,5,At school
38,Male,Japan,Students,YouTube,88,Jokes/Memes,23,34,Evening,Entertainment,Smartphone,14:00:00,10,0,At work
23,Female,United States,Waiting staff,Facebook,298,Entertainment,17,13,Evening,Entertainment,Smartphone,14:00:00,10,0,At home
18,Other,Mexico,Waiting staff,YouTube,162,Jokes/Memes,9,4,Morning,Entertainment,Smartphone,08:00:00,10,0,At school
22,Female,Pakistan,Artist,Instagram,286,Trends,24,18,Night,Entertainment,Computer,21:00:00,5,5,At school
58,Other,Pakistan,Labor/Worker,Facebook,288,Pranks,12,23,Evening,Habit,Computer,14:00:00,5,5,At work
29,Other,Mexico,Waiting staff,Facebook,66,Gaming,14,33,Afternoon,Procrastination,Tablet,17:00:00,10,0,Commuting
43,Male,India,Labor/Worker,TikTok,195,Gaming,14,34,Morning,Boredom,Tablet,08:00:00,10,0,At home
63,Male,Vietnam,Students,YouTube,102,Life Hacks,8,34,Afternoon,Habit,Smartphone,17:00:00,10,0,At work
51,Male,United States,Labor/Worker,Instagram,285,Gaming,23,36,Afternoon,Habit,Smartphone,17:00:00,5,5,At school
31,Male,India,Students,Instagram,167,Entertainment,5,35,Night,Habit,Smartphone,21:00:00,5,5,At school
43,Female,India,Students,Facebook,284,Trends,19,17,Morning,Boredom,Smartphone,08:00:00,5,5,At home
62,Other,United States,Labor/Worker,TikTok,190,Jokes/Memes,28,28,Night,Procrastination,Smartphone,21:00:00,10,0,At home
44,Male,Mexico,Students,Facebook,86,Vlogs,14,14,Morning,Entertainment,Smartphone,08:00:00,10,0,At school
26,Male,India,driver,Facebook,160,Gaming,9,34,Evening,Procrastination,Tablet,14:00:00,5,5,At school
43,Other,Pakistan,Students,Facebook,247,Vlogs,7,48,Evening,Habit,Smartphone,14:00:00,10,0,At home
64,Male,India,Manager,Facebook,298,Life Hacks,27,11,Morning,Habit,Smartphone,08:00:00,5,5,At home
39,Male,Germany,Engineer,Instagram,240,Vlogs,26,13,Night,Procrastination,Tablet,21:00:00,5,5,At school
64,Male,Japan,Labor/Worker,Instagram,27,Gaming,26,33,Night,Entertainment,Smartphone,21:00:00,8,2,At school
47,Female,Pakistan,Students,Facebook,82,Entertainment,8,2,Afternoon,Entertainment,Smartphone,17:00:00,10,0,At school
60,Male,United States,Students,Facebook,198,Vlogs,14,34,Evening,Procrastination,Computer,14:00:00,10,0,At school
34,Other,Barzil,Students,TikTok,26,Vlogs,22,29,Evening,Entertainment,Smartphone,14:00:00,5,5,At home
43,Other,Germany,Students,Facebook,28,Trends,28,37,Night,Boredom,Tablet,21:00:00,5,5,At school
53,Other,Germany,Waiting staff,Instagram,228,Entertainment,14,4,Evening,Entertainment,Computer,14:00:00,8,2,At work
18,Female,India,Waiting staff,YouTube,129,Trends,11,12,Night,Procrastination,Tablet,21:00:00,8,2,At home
25,Female,Japan,Waiting staff,Instagram,110,ASMR,14,26,Night,Habit,Computer,21:00:00,10,0,At home
52,Male,Philippines,Teacher,TikTok,43,Vlogs,21,28,Night,Entertainment,Smartphone,21:00:00,5,5,At home
32,Female,Japan,Artist,Instagram,93,Vlogs,8,3,Evening,Entertainment,Smartphone,14:00:00,5,5,At home
64,Female,United States,Students,YouTube,205,Jokes/Memes,3,20,Afternoon,Habit,Tablet,17:00:00,10,0,At home
39,Female,United States,Manager,Facebook,211,Vlogs,28,10,Afternoon,Habit,Tablet,17:00:00,8,2,At school
31,Male,Indonesia,Waiting staff,YouTube,20,Gaming,29,18,Evening,Entertainment,Computer,14:00:00,8,2,At home
43,Female,Pakistan,Waiting staff,Facebook,227,Pranks,29,27,Night,Habit,Tablet,21:00:00,10,0,At home
45,Male,Pakistan,Waiting staff,Facebook,262,ASMR,23,31,Afternoon,Boredom,Tablet,17:00:00,10,0,At school
40,Male,Pakistan,Waiting staff,Instagram,231,ASMR,18,27,Evening,Habit,Smartphone,14:00:00,5,5,At home
31,Male,Indonesia,Labor/Worker,Instagram,89,Jokes/Memes,3,42,Afternoon,Boredom,Smartphone,17:00:00,10,0,At home
41,Male,Vietnam,Waiting staff,Instagram,16,Jokes/Memes,13,1,Morning,Boredom,Smartphone,08:00:00,10,0,At home
19,Other,India,Waiting staff,TikTok,281,Life Hacks,12,6,Night,Entertainment,Smartphone,21:00:00,5,5,At work
62,Male,Japan,Engineer,Instagram,236,Pranks,15,11,Evening,Procrastination,Smartphone,14:00:00,10,0,Commuting
43,Male,India,Engineer,TikTok,25,Trends,18,34,Afternoon,Entertainment,Smartphone,17:00:00,10,0,At school
31,Female,United States,Cashier,Instagram,21,Gaming,5,39,Night,Boredom,Computer,21:00:00,10,0,Commuting
24,Female,Japan,Labor/Worker,Facebook,250,Trends,7,20,Evening,Procrastination,Smartphone,14:00:00,8,2,At school
20,Other,United States,Waiting staff,TikTok,30,Life Hacks,11,21,Afternoon,Procrastination,Smartphone,17:00:00,5,5,At school
64,Female,Germany,Waiting staff,YouTube,187,ASMR,26,21,Morning,Boredom,Smartphone,08:00:00,10,0,At work
40,Other,India,Teacher,TikTok,237,Jokes/Memes,27,18,Evening,Entertainment,Smartphone,14:00:00,8,2,At home
63,Female,Barzil,Labor/Worker,TikTok,282,Trends,11,21,Evening,Entertainment,Smartphone,14:00:00,5,5,At work
60,Other,Indonesia,Artist,YouTube,297,Comedy,27,19,Afternoon,Habit,Tablet,17:00:00,8,2,At work
64,Female,Mexico,Waiting staff,TikTok,143,Jokes/Memes,15,4,Afternoon,Boredom,Tablet,17:00:00,5,5,At home
62,Female,India,Labor/Worker,Facebook,292,Pranks,10,13,Night,Habit,Smartphone,21:00:00,5,5,At home
35,Female,United States,Labor/Worker,Instagram,162,Life Hacks,15,18,Evening,Entertainment,Tablet,14:00:00,10,0,At work
55,Female,Pakistan,Waiting staff,YouTube,75,Pranks,13,29,Evening,Boredom,Tablet,14:00:00,10,0,At home
52,Female,United States,Cashier,Instagram,146,Pranks,14,25,Night,Boredom,Smartphone,21:00:00,8,2,At work
32,Male,Philippines,Waiting staff,Facebook,101,Life Hacks,17,13,Afternoon,Boredom,Computer,17:00:00,8,2,At home
42,Male,United States,Manager,YouTube,268,Trends,13,27,Afternoon,Habit,Smartphone,17:00:00,5,5,At school
54,Male,United States,Students,Instagram,112,Life Hacks,10,19,Night,Habit,Smartphone,21:00:00,10,0,At work
45,Male,Pakistan,Waiting staff,Instagram,64,Jokes/Memes,25,49,Afternoon,Habit,Smartphone,17:00:00,10,0,At school
27,Male,Mexico,Manager,Facebook,266,Gaming,1,1,Evening,Habit,Smartphone,14:00:00,8,2,Commuting
56,Other,Indonesia,Labor/Worker,Instagram,110,Comedy,1,38,Evening,Boredom,Computer,14:00:00,10,0,At school
34,Male,India,Manager,Facebook,207,Jokes/Memes,15,19,Morning,Habit,Tablet,08:00:00,7,3,Commuting
56,Other,Pakistan,driver,TikTok,235,ASMR,16,1,Morning,Habit,Smartphone,08:00:00,8,2,At home
39,Male,United States,Cashier,Facebook,246,Jokes/Memes,12,40,Evening,Entertainment,Smartphone,14:00:00,8,2,At home
43,Male,Indonesia,Students,TikTok,35,Life Hacks,26,17,Afternoon,Entertainment,Computer,17:00:00,8,2,At school
61,Female,United States,Students,YouTube,130,Gaming,24,21,Morning,Habit,Smartphone,08:00:00,5,5,At home
42,Female,Indonesia,Engineer,Instagram,191,Trends,6,22,Night,Habit,Smartphone,21:00:00,5,5,At school
34,Female,Mexico,Engineer,Facebook,208,ASMR,6,15,Afternoon,Habit,Smartphone,17:00:00,10,0,At home
30,Female,Barzil,Labor/Worker,Facebook,264,Vlogs,12,39,Morning,Habit,Tablet,08:00:00,5,5,At school
37,Other,United States,Artist,Instagram,131,Jokes/Memes,25,48,Afternoon,Entertainment,Smartphone,17:00:00,10,0,At home
42,Female,Pakistan,Waiting staff,Instagram,40,Life Hacks,15,39,Evening,Boredom,Tablet,14:00:00,10,0,At home
21,Other,Indonesia,Artist,YouTube,294,Jokes/Memes,4,32,Night,Habit,Smartphone,21:00:00,10,0,At work
27,Male,United States,Students,YouTube,115,Life Hacks,24,49,Night,Entertainment,Smartphone,21:00:00,8,2,At school
20,Male,Vietnam,Waiting staff,Facebook,233,Vlogs,4,4,Evening,Entertainment,Computer,14:00:00,8,2,At home
58,Female,Japan,Manager,YouTube,282,Life Hacks,2,44,Morning,Boredom,Smartphone,08:00:00,10,0,At school
62,Female,Philippines,Labor/Worker,TikTok,241,Trends,27,45,Evening,Entertainment,Computer,14:00:00,10,0,At home
35,Other,United States,Waiting staff,YouTube,265,Vlogs,24,32,Night,Habit,Smartphone,21:00:00,10,0,At school
64,Female,India,Waiting staff,YouTube,33,Trends,12,4,Evening,Entertainment,Smartphone,14:00:00,10,0,Commuting
53,Other,Barzil,Students,Facebook,118,Entertainment,7,1,Evening,Boredom,Tablet,14:00:00,5,5,At work
64,Female,Barzil,Labor/Worker,TikTok,200,Life Hacks,20,33,Evening,Habit,Tablet,14:00:00,10,0,At school
39,Male,United States,Labor/Worker,YouTube,34,Life Hacks,9,7,Night,Habit,Smartphone,22:15:00,8,2,At home
51,Male,Philippines,Waiting staff,TikTok,196,Pranks,9,9,Afternoon,Boredom,Tablet,17:45:00,10,0,At home
64,Female,India,Students,TikTok,297,Jokes/Memes,8,1,Evening,Entertainment,Smartphone,16:25:00,10,0,At home
25,Female,Mexico,Waiting staff,TikTok,125,Jokes/Memes,14,16,Evening,Habit,Computer,16:25:00,10,0,At home
57,Other,United States,driver,Instagram,46,Pranks,1,18,Night,Entertainment,Smartphone,22:15:00,10,0,At home
61,Male,Pakistan,Artist,Instagram,291,Entertainment,23,47,Evening,Habit,Smartphone,16:25:00,10,0,At work
36,Female,Barzil,Labor/Worker,Instagram,146,Jokes/Memes,21,6,Afternoon,Entertainment,Computer,17:45:00,10,0,At home
59,Other,United States,Waiting staff,Instagram,236,Trends,23,2,Evening,Procrastination,Computer,16:25:00,8,2,At home
58,Female,United States,Teacher,Facebook,191,Life Hacks,12,9,Evening,Entertainment,Smartphone,16:25:00,10,0,At school
54,Female,Mexico,Waiting staff,YouTube,95,Life Hacks,25,4,Night,Entertainment,Smartphone,22:15:00,10,0,At work
23,Male,Mexico,driver,Instagram,62,Jokes/Memes,2,45,Evening,Procrastination,Tablet,16:25:00,10,0,Commuting
43,Male,India,Waiting staff,Facebook,244,Gaming,13,23,Afternoon,Habit,Smartphone,17:45:00,5,5,At work
51,Male,India,Labor/Worker,YouTube,276,Jokes/Memes,27,43,Afternoon,Habit,Tablet,17:45:00,10,0,At work
62,Male,India,Students,Instagram,296,Jokes/Memes,4,45,Evening,Habit,Smartphone,16:25:00,10,0,At home
23,Female,Vietnam,Students,YouTube,109,Life Hacks,20,43,Afternoon,Habit,Smartphone,17:45:00,10,0,At school
54,Male,Vietnam,Labor/Worker,Instagram,96,Jokes/Memes,18,8,Night,Boredom,Tablet,22:15:00,10,0,At school
